date,amount,source,category,notes,created_at
2026-06-28,0.0,pixabay-shorts-bot 聯盟行銷,聯盟行銷,Exp-001 上線，待 YouTube 頻道有觀看數後開始追蹤點擊（博客來書籍聯盟連結）,2026-06-28T01:44:50.510567
